idade,american_experience,at2000_suavizada_10_fem,at2000_suavizada_10_mas,at_2000_female,at_2000_male,at_49_female,at_49_male,at_83_female_iam,at_83_male_iam,br_emsmt_v_2010_f,br_emsmt_v_2010_m,br_emssb_v_2010_f,br_emssb_v_2010_m,csg_60,cso_41,cso_58,cso58_fem_age_last,cso58_fem_age_nearest,cso58_mas_age_last,cso58_mas_age_nearest,cso58_female,cso58_male,cso80,gam_71_female,gam_71_male,ibge_2006,ibge_2007,ibge_2008,ibge_2009,grupal_americana,hunters
25,0.00806,0.000331,0.000616,0.000367,0.000686,0.0005009999999999999,0.000768,0.000349,0.0006219999999999999,0.00035,0.0012699999999999999,0.00029,0.00093,0.0022600000000000003,0.00288,0.00193,0.001875,0.00186,0.001945,0.00193,0.0008900000000000002,0.00093,0.0017699999999999999,0.00034700000000000003,0.0006190000000000001,0.001877,0.0018399999999999998,0.001786,0.0017289999999999999,0.151,0.00412
26,0.00813,0.00034700000000000003,0.0006389999999999999,0.00038500000000000003,0.000714,0.000531,0.0008060000000000001,0.000368,0.00065,0.00036,0.0012699999999999999,0.00029,0.00093,0.00228,0.00299,0.00196,0.0019,0.0018899999999999998,0.001975,0.00196,0.00091,0.00095,0.00173,0.000368,0.00065,0.001907,0.0018679999999999999,0.0018100000000000002,0.0017519999999999999,0.141,0.00409
27,0.0082,0.000362,0.000659,0.00040300000000000004,0.0007379999999999999,0.000563,0.000849,0.00038700000000000003,0.000677,0.00037,0.00126,0.0003,0.0009199999999999999,0.0023,0.0031100000000000004,0.00199,0.0019199999999999998,0.0019100000000000002,0.00201,0.00199,0.0009199999999999999,0.0009699999999999999,0.0017100000000000001,0.00039,0.000684,0.001945,0.0019140000000000001,0.001843,0.0017829999999999999,0.132,0.004070000000000001
28,0.00826,0.000376,0.000675,0.00041900000000000016,0.000758,0.000598,0.0008960000000000002,0.000405,0.000704,0.00039,0.00126,0.00032,0.0009199999999999999,0.00233,0.00325,0.00203,0.001945,0.00193,0.002055,0.00203,0.00093,0.001,0.0017,0.000414,0.000722,0.001998,0.00196,0.001891,0.00183,0.12300000000000001,0.00405
29,0.00834,0.000389,0.000687,0.00043499999999999995,0.0007740000000000001,0.0006360000000000001,0.000947,0.00042300000000000004,0.000731,0.00041,0.00125,0.00033,0.00091,0.00236,0.0034,0.0020800000000000003,0.001975,0.00196,0.002105,0.0020800000000000003,0.00095,0.0010400000000000001,0.0017100000000000001,0.00044,0.000763,0.002065,0.002027,0.001953,0.0018899999999999998,0.114,0.00404
30,0.00843,0.00040199999999999996,0.0006940000000000001,0.00045,0.000784,0.000677,0.001004,0.00044100000000000004,0.000759,0.00044,0.00126,0.00035,0.0009199999999999999,0.0024,0.0035600000000000002,0.00213,0.00201,0.00199,0.00216,0.00213,0.0009699999999999999,0.00108,0.00173,0.000469,0.0008089999999999999,0.002139,0.002085,0.0020210000000000002,0.001956,0.106,0.00405
31,0.00851,0.000414,0.000699,0.000463,0.000789,0.000721,0.001067,0.00045999999999999996,0.000786,0.00047000000000000004,0.0012699999999999999,0.00037,0.00093,0.00245,0.00373,0.0021899999999999997,0.002055,0.00203,0.0022199999999999998,0.0021899999999999997,0.001,0.0011300000000000001,0.0017800000000000001,0.000499,0.00086,0.002219,0.002173,0.002093,0.002025,0.1,0.00406
32,0.00861,0.000425,0.0007,0.00047599999999999997,0.000789,0.0007700000000000001,0.0011359999999999999,0.000479,0.000814,0.0005,0.0012900000000000001,0.0004,0.0009400000000000001,0.00251,0.00392,0.00225,0.002105,0.0020800000000000003,0.002285,0.00225,0.0010400000000000001,0.00118,0.00183,0.000533,0.000916,0.002305,0.00224,0.0021739999999999997,0.002105,0.095,0.004079999999999999
33,0.00872,0.000436,0.000701,0.000488,0.00079,0.000822,0.001213,0.000499,0.000843,0.00054,0.00135,0.00042,0.00099,0.0026,0.00412,0.00232,0.00216,0.00213,0.00236,0.00232,0.00108,0.00124,0.0019100000000000002,0.0005690000000000001,0.000978,0.0024,0.002343,0.0022670000000000004,0.002195,0.092,0.00411
34,0.00883,0.000449,0.0007019999999999999,0.0005,0.000791,0.0008789999999999999,0.001297,0.000521,0.0008759999999999999,0.00057,0.0014199999999999998,0.00045,0.00103,0.00271,0.00435,0.0024,0.0022199999999999998,0.0021899999999999997,0.002455,0.0024,0.0011300000000000001,0.00131,0.002,0.000608,0.001046,0.0024920000000000003,0.002437,0.002373,0.002298,0.09,0.0041600000000000005
35,0.00895,0.000463,0.000704,0.000515,0.000792,0.000942,0.001391,0.000545,0.000917,0.00062,0.00149,0.00047000000000000004,0.00109,0.00285,0.0045899999999999995,0.00251,0.002285,0.00225,0.002575,0.00251,0.00118,0.00141,0.0021100000000000003,0.000651,0.0011220000000000002,0.002616,0.002568,0.002491,0.002412,0.08900000000000001,0.00421
36,0.00909,0.000481,0.000719,0.000534,0.000794,0.00101,0.0014939999999999999,0.0005740000000000001,0.000968,0.00066,0.00157,0.0005099999999999999,0.00115,0.00302,0.00486,0.00264,0.00236,0.00232,0.0027199999999999998,0.00264,0.00124,0.0015300000000000001,0.00224,0.000698,0.001204,0.002752,0.002686,0.0026219999999999998,0.002541,0.08800000000000001,0.00428
37,0.00923,0.000504,0.000749,0.000558,0.0008230000000000001,0.001085,0.001607,0.000607,0.001032,0.0007099999999999999,0.0016600000000000002,0.00054,0.00121,0.00321,0.00515,0.0028,0.002455,0.0024,0.002905,0.0028,0.00131,0.00168,0.0024,0.00075,0.001295,0.0028989999999999997,0.00285,0.00277,0.002687,0.08800000000000001,0.004370000000000001
38,0.00941,0.000532,0.000796,0.00059,0.000872,0.001167,0.0017329999999999995,0.000646,0.001114,0.0007599999999999999,0.00176,0.00058,0.00128,0.00345,0.0054600000000000004,0.00301,0.002575,0.00251,0.00313,0.00301,0.00141,0.0018800000000000002,0.0025800000000000003,0.000807,0.001397,0.003081,0.003006,0.002936,0.0028510000000000002,0.087,0.00447
39,0.009590000000000001,0.000567,0.0008640000000000001,0.00063,0.0009449999999999999,0.001256,0.001872,0.000691,0.001216,0.00082,0.00186,0.00062,0.0013599999999999999,0.00372,0.00581,0.00325,0.0027199999999999998,0.00264,0.00339,0.00325,0.0015300000000000001,0.0021,0.00279,0.000869,0.001509,0.003275,0.0032020000000000004,0.003121,0.003035,0.086,0.0045899999999999995
40,0.00979,0.000609,0.000953,0.000677,0.0010429999999999999,0.001355,0.002025,0.000742,0.001341,0.00088,0.00198,0.00066,0.00144,0.00402,0.00618,0.0035299999999999997,0.002905,0.0028,0.0036850000000000003,0.0035299999999999997,0.00168,0.00236,0.00302,0.000938,0.001633,0.003481,0.0034189999999999997,0.003322,0.003235,0.085,0.00473
41,0.01001,0.0006580000000000001,0.001065,0.000732,0.001168,0.001464,0.0022199999999999998,0.000801,0.001492,0.00095,0.0021100000000000003,0.0007099999999999999,0.0015300000000000001,0.004370000000000001,0.00659,0.0038399999999999997,0.00313,0.00301,0.004005,0.0038399999999999997,0.0018800000000000002,0.00265,0.00329,0.001013,0.001789,0.00373,0.003631,0.003542,0.003453,0.085,0.00489
42,0.01025,0.000715,0.001201,0.000796,0.001322,0.001583,0.0024809999999999997,0.000867,0.001673,0.00103,0.00225,0.0007700000000000001,0.00164,0.00475,0.00703,0.00417,0.00339,0.00325,0.00435,0.00417,0.0021,0.00295,0.0035600000000000002,0.001094,0.002,0.003986,0.0038909999999999995,0.003785,0.003693,0.085,0.0050799999999999994
43,0.01052,0.000781,0.001362,0.000868,0.001505,0.001715,0.002804,0.000942,0.0018859999999999999,0.0011099999999999999,0.0024,0.0008300000000000001,0.00175,0.00518,0.0075099999999999984,0.004529999999999999,0.0036850000000000003,0.0035299999999999997,0.004725,0.004529999999999999,0.00236,0.00328,0.00387,0.001186,0.0022600000000000003,0.004268,0.004154,0.004054,0.0039570000000000004,0.086,0.00528
44,0.01083,0.0008550000000000001,0.001547,0.00095,0.001715,0.001859,0.003187,0.001026,0.002129,0.0012,0.00256,0.0008900000000000002,0.00187,0.00564,0.00804,0.00492,0.004005,0.0038399999999999997,0.005135,0.00492,0.00265,0.00364,0.00419,0.001286,0.002569,0.004573,0.004463,0.0043479999999999994,0.004243,0.086,0.005520000000000001
45,0.01116,0.0009390000000000001,0.0017519999999999999,0.0010429999999999999,0.001948,0.002019,0.003625,0.0011220000000000002,0.0023989999999999997,0.0013,0.00275,0.0009599999999999999,0.002,0.00615,0.00861,0.00535,0.00435,0.00417,0.005589,0.00535,0.00295,0.00403,0.00455,0.001397,0.0029219999999999997,0.004907,0.004778,0.004671,0.0045579999999999996,0.087,0.0057799999999999995
46,0.011559999999999999,0.001035,0.001974,0.0011480000000000001,0.002198,0.002196,0.004116,0.001231,0.002693,0.0014,0.00295,0.0010400000000000001,0.00215,0.0067,0.00923,0.00583,0.004725,0.004529999999999999,0.006094,0.00583,0.00328,0.00446,0.00492,0.001519,0.0033179999999999998,0.0052640000000000004,0.0051270000000000005,0.005016,0.004894,0.08800000000000001,0.00607
47,0.012,0.001141,0.002211,0.001267,0.002463,0.002391,0.004657,0.001356,0.003009,0.0015199999999999999,0.00317,0.00112,0.00231,0.00731,0.009909999999999999,0.00636,0.005135,0.00492,0.006654,0.00636,0.00364,0.00494,0.00532,0.0016539999999999999,0.003754,0.005629,0.0054859999999999996,0.005371,0.005242,0.08800000000000001,0.0064
48,0.01251,0.001261,0.00246,0.0014,0.00274,0.002606,0.005246,0.0014990000000000001,0.003343,0.00164,0.0034100000000000003,0.00121,0.00249,0.00798,0.01064,0.00695,0.005589,0.00535,0.007273999999999998,0.00695,0.00403,0.00547,0.0057399999999999994,0.001802,0.004228,0.005997,0.005848,0.005731,0.0055969999999999995,0.08900000000000001,0.0067599999999999995
49,0.01311,0.001393,0.002721,0.0015480000000000001,0.0030280000000000003,0.002845,0.00588,0.001657,0.003694,0.0017800000000000001,0.00367,0.00131,0.00268,0.00872,0.01145,0.0076,0.006094,0.00583,0.007959,0.0076,0.00446,0.00606,0.00621,0.001967,0.00474,0.006378,0.006241,0.006104999999999999,0.005967,0.09,0.00715
50,0.01378,0.001538,0.002994,0.0017100000000000001,0.0033299999999999996,0.003109,0.0065569999999999995,0.00183,0.004057,0.00193,0.00396,0.0014199999999999998,0.0029,0.00952,0.012320000000000001,0.008320000000000001,0.006654,0.00636,0.008713,0.008320000000000001,0.00494,0.00671,0.00671,0.002151,0.005285,0.006781000000000001,0.006633,0.006501000000000001,0.006359,0.091,0.0076
51,0.01454,0.001695,0.003279,0.001888,0.003647,0.003361,0.007277,0.002016,0.004431,0.00209,0.00427,0.00155,0.00313,0.0104,0.013269999999999999,0.00911,0.007273999999999998,0.00695,0.009533,0.00911,0.00547,0.00742,0.0073,0.0023239999999999997,0.005867,0.007228,0.007064,0.006940000000000001,0.006794,0.092,0.00809
52,0.015390000000000001,0.001864,0.0035759999999999998,0.002079,0.00398,0.0036420000000000003,0.008038,0.002215,0.0048119999999999994,0.00228,0.00462,0.0016899999999999999,0.00339,0.01137,0.0143,0.00996,0.007959,0.0076,0.010423,0.00996,0.00606,0.008190000000000001,0.00796,0.00252,0.00648,0.007737999999999998,0.00757,0.007441,0.007289,0.094,0.008620000000000001
53,0.01633,0.0020469999999999998,0.0038840000000000003,0.002286,0.004331000000000001,0.0039570000000000004,0.00884,0.002426,0.0051979999999999995,0.00248,0.00499,0.00185,0.00367,0.012440000000000001,0.015430000000000001,0.01089,0.008713,0.008320000000000001,0.011392,0.01089,0.00671,0.00903,0.008709999999999999,0.002738,0.007127,0.008326,0.008156,0.008015999999999999,0.007858,0.096,0.00921
54,0.0174,0.0022440000000000003,0.004203,0.002507,0.004698,0.0043100000000000005,0.009682,0.00265,0.005591,0.0027,0.00541,0.00203,0.00398,0.013609999999999999,0.01665,0.0119,0.009533,0.00911,0.012447,0.0119,0.00742,0.009940000000000001,0.009559999999999999,0.002982,0.0078060000000000004,0.008985,0.008813,0.008661,0.008495,0.099,0.009859999999999999
55,0.01857,0.002457,0.004534000000000001,0.002746,0.005077,0.004705,0.010565,0.002891,0.005994,0.00294,0.00586,0.00223,0.0043100000000000005,0.01488,0.01798,0.013000000000000001,0.010423,0.00996,0.013600999999999999,0.013000000000000001,0.008190000000000001,0.01093,0.01047,0.003256,0.008519,0.009701000000000001,0.009528,0.009361,0.009186,0.10099999999999999,0.01057
56,0.01989,0.002689,0.004876,0.003003,0.005465,0.005146,0.011491,0.003151,0.006409000000000001,0.00321,0.00635,0.00245,0.00468,0.01624,0.019430000000000003,0.014209999999999999,0.011392,0.01089,0.01487,0.014209999999999999,0.00903,0.01202,0.01146,0.003574000000000001,0.009262000000000001,0.010457,0.010283,0.010102,0.009918000000000001,0.10300000000000001,0.011340000000000001
57,0.02134,0.002942,0.005228,0.00328,0.005861,0.00564,0.012459999999999999,0.003432,0.0068390000000000005,0.00351,0.0069,0.00271,0.00509,0.0177,0.021,0.01554,0.012447,0.0119,0.016263999999999997,0.01554,0.009940000000000001,0.013219999999999999,0.012490000000000001,0.003948,0.010039,0.011251,0.011073000000000001,0.010879,0.010686,0.105,0.012190000000000001
58,0.022940000000000002,0.003218,0.005593,0.003578,0.006265,0.006193,0.013475999999999998,0.003739,0.0072900000000000005,0.0038399999999999997,0.007490000000000002,0.00299,0.00554,0.01924,0.02271,0.017,0.013600999999999999,0.013000000000000001,0.017787999999999998,0.017,0.01093,0.01454,0.013590000000000001,0.004388,0.010889,0.012078,0.011892,0.011689,0.011487,0.107,0.01312
59,0.02472,0.0035229999999999997,0.005988,0.003907,0.006693999999999999,0.006812,0.014542,0.004081,0.007781999999999998,0.0042,0.008140000000000001,0.0033,0.00603,0.02087,0.024569999999999998,0.01859,0.01487,0.014209999999999999,0.019457,0.01859,0.01202,0.01598,0.014769999999999997,0.004901,0.011923999999999999,0.012949,0.01275,0.012542,0.012329000000000001,0.109,0.014130000000000004
60,0.02669,0.003863,0.006428,0.004277,0.00717,0.007504,0.015662,0.0044670000000000005,0.008338,0.0045899999999999995,0.00886,0.00365,0.00656,0.022619999999999998,0.02659,0.02034,0.016263999999999997,0.01554,0.02128,0.02034,0.013219999999999999,0.01756,0.01608,0.005489,0.013119,0.013887,0.013674,0.013461,0.013238,0.111,0.01522
61,0.02888,0.004242,0.006933,0.004699,0.007714,0.008278,0.016869,0.004908,0.008983,0.0050100000000000006,0.009640000000000001,0.00403,0.00715,0.02451,0.02878,0.02224,0.017787999999999998,0.017,0.023263,0.02224,0.01454,0.01926,0.01754,0.006156,0.01444,0.014903999999999999,0.014678,0.014459999999999999,0.014225999999999999,0.113,0.016390000000000002
62,0.03129,0.004668,0.0075200000000000015,0.005181,0.008348000000000001,0.009144,0.018199,0.005413,0.00974,0.00548,0.010490000000000001,0.00445,0.0078,0.0266,0.031180000000000006,0.02431,0.019457,0.01859,0.025426,0.02431,0.01598,0.0211,0.019190000000000002,0.0068980000000000005,0.015863,0.015997,0.015763,0.015534000000000001,0.015288,0.114,0.01764
63,0.03394,0.005144,0.008206999999999999,0.005732,0.009093,0.010112000000000001,0.019666,0.00599,0.01063,0.00599,0.01143,0.00491,0.00851,0.028860000000000007,0.033760000000000005,0.02657,0.02128,0.02034,0.027788,0.02657,0.01756,0.02309,0.02106,0.007712,0.017412999999999998,0.017176,0.016937999999999998,0.016693,0.016431,0.114,0.018969999999999997
64,0.03687,0.005671,0.009008,0.006347,0.009968000000000001,0.011195,0.021283,0.006633,0.011664,0.006540000000000001,0.012459999999999999,0.00541,0.009290000000000001,0.031310000000000004,0.03658,0.029039999999999996,0.023263,0.02224,0.030375,0.029039999999999996,0.01926,0.02525,0.02314,0.008608,0.019185,0.018452,0.018215000000000002,0.017949,0.017669,0.115,0.020380000000000002
65,0.04013,0.00625,0.009940000000000001,0.007017,0.010993000000000001,0.012406,0.023066,0.007336,0.012851,0.007140000000000001,0.013580000000000002,0.0059299999999999995,0.01014,0.034,0.039639999999999995,0.03175,0.025426,0.02431,0.033221,0.03175,0.0211,0.027610000000000003,0.025419999999999998,0.009563,0.02126,0.019805,0.019569,0.019281,0.018981,0.115,0.02187
66,0.04371,0.006878,0.011016,0.007734,0.012188,0.013759,0.02503,0.00809,0.014199000000000003,0.00778,0.01481,0.00648,0.01107,0.037000000000000005,0.042960000000000005,0.03474,0.027788,0.02657,0.036361000000000004,0.03474,0.02309,0.03021,0.02785,0.010565,0.023643,0.021276,0.021041999999999998,0.020731,0.020413,0.115,0.02344
67,0.04765,0.007555,0.012251,0.008491,0.013572,0.015271999999999999,0.027193000000000002,0.008888,0.015717,0.0085,0.01616,0.0071,0.0121,0.04032,0.046560000000000004,0.03804,0.030375,0.029039999999999996,0.039825,0.03804,0.02525,0.03308,0.03044,0.011621,0.026316000000000003,0.022948,0.022715,0.022386,0.022050999999999998,0.115,0.02509
